陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,63,"5,831",-43.49%,"1,305,053","16,150","3,619,278",20200629,6
1,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,62,"2,547",-56.32%,"576,002","18,697","4,195,280",20200706,7
2,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,44,848,-66.71%,"188,448","19,545","4,383,728",20200713,7
3,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,17,246,-70.99%,"55,180","19,791","4,438,908",20200720,7
4,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,4,64,-73.98%,"13,650","19,855","4,452,558",20200727,7
5,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,1,1,-98.44%,220,"19,856","4,452,778",20200803,8
6,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,3,317,"31,600.00%","20,340","20,173","4,473,118",20200810,8
7,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,3,318,0.32%,"22,045","20,491","4,495,163",20200817,8
8,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,4,149,-53.14%,"10,725","20,640","4,505,888",20200824,8
9,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,3,66,-55.70%,"5,720","20,706","4,511,608",20200831,8
10,日本,福島50英雄,2020/6/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,2,79,19.70%,"7,770","20,785","4,519,378",20200907,9
11,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,2,91,15.19%,"8,470","20,876","4,527,848",20200914,9
12,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,1,52,-42.86%,"4,620","20,928","4,532,468",20200921,9
13,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,2,79,51.92%,"9,070","21,007","4,541,538",20200928,9
14,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,2,109,37.97%,"14,440","21,116","4,555,978",20201005,10
15,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,2,124,13.76%,"15,940","21,240","4,571,918",20201012,10
16,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,2,54,-56.45%,"6,890","21,294","4,578,808",20201019,10
17,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,1,8,-85.19%,"1,120","21,302","4,579,928",20201026,10
