陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,26,"2,135",-8.53%,"446,184","4,469","944,056",20200106,1
1,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,24,948,-55.60%,"199,045","5,417","1,143,101",20200113,1
2,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,11,285,-69.94%,"61,315","5,702","1,204,416",20200120,1
3,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,2,250,-12.28%,"52,235","5,952","1,256,651",20200127,1
4,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,2,20,-92.00%,"4,140","5,972","1,260,791",20200203,2
5,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,1,16,0.00%,"2,560","5,988","1,263,351",20200224,2
6,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,2,123,668.75%,"11,640","6,111","1,274,991",20200302,3
7,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,2,143,16.26%,"12,740","6,254","1,287,731",20200309,3
8,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,4,296,106.99%,"19,215","6,550","1,306,946",20200316,3
9,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,4,288,-2.70%,"18,960","6,838","1,325,906",20200323,3
10,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,3,135,-53.13%,"9,990","6,973","1,335,896",20200330,3
11,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,2,45,-66.67%,"3,325","7,018","1,339,221",20200406,4
12,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,1,22,-51.11%,"1,210","7,040","1,340,431",20200413,4
