陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",19,611,-37.97%,"135,572","1,596","366,767",20200330,3
1,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",16,141,-76.92%,"31,869","1,737","398,636",20200406,4
2,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",7,31,-78.01%,"7,410","1,768","406,046",20200413,4
3,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",2,13,-58.06%,"2,940","1,781","408,986",20200420,4
4,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",1,13,0.00%,"2,080","1,794","411,066",20200511,5
5,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",1,21,61.54%,"3,190","1,815","414,256",20200518,5
6,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",2,17,-19.05%,"2,670","1,832","416,926",20200525,5
7,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",1,20,17.65%,"2,920","1,852","419,846",20200601,6
8,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",1,14,-30.00%,"2,060","1,866","421,906",20200608,6
9,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",1,7,-50.00%,"1,000","1,873","422,906",20200615,6
10,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",1,3,-57.14%,420,"1,876","423,326",20200622,6
11,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",1,7,0.00%,"2,110","1,883","425,436",20200803,8
12,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",1,3,0.00%,900,"1,879","424,226",20200817,8
