陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,99,"87,858",11.05%,"21,348,303","166,977","40,909,261",20200203,2
1,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,98,"4,395",-10.58%,"1,070,627","245,985","60,128,123",20200210,2
2,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,98,"34,403",-50.64%,"8,563,062","271,078","66,413,912",20200217,2
3,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,90,"16,102",-53.20%,"4,080,584","287,180","70,494,496",20200224,2
4,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,68,"5,649",-64.92%,"1,459,767","292,829","71,954,163",20200302,3
5,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,46,"2,391",-57.67%,"628,797","295,220","72,582,960",20200309,3
6,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,26,691,-71.10%,"177,800","295,911","72,760,760",20200316,3
7,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,15,"1,234",78.58%,"394,692","297,145","73,155,452",20200323,3
8,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,794,-35.66%,"268,416","297,939","73,423,868",20200330,3
9,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,12,646,-18.64%,"211,293","298,585","73,635,161",20200406,4
10,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,10,775,19.97%,"248,935","299,360","73,884,096",20200413,4
11,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,13,776,0.13%,"184,255","300,136","74,068,351",20200420,4
12,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,13,"1,000",28.87%,"206,325","301,136","74,274,676",20200427,4
13,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,11,286,-71.40%,"43,567","301,422","74,318,243",20200504,5
14,美國,1917,2020/02/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,6,642,124.48%,"41,655","302,064","74,359,898",20200511,5
15,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,5,697,8.57%,"43,115","302,761","74,403,013",20200518,5
16,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,4,428,-38.59%,"25,185","303,189","74,428,198",20200525,5
17,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,279,-34.81%,"18,465","303,468","74,446,663",20200601,6
18,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,251,-10.04%,"18,320","303,719","74,464,983",20200608,6
19,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,132,-47.41%,"10,895","303,851","74,475,878",20200615,6
20,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,17,-87.12%,"1,900","303,868","74,477,778",20200622,6
21,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,32,0.00%,"3,520","303,900","74,481,298",20200727,7
22,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,63,96.88%,"6,930","303,963","74,488,228",20200803,8
23,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,65,3.17%,"7,150","304,028","74,495,378",20200810,8
24,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,35,-46.15%,"3,850","304,063","74,499,228",20200817,8
