陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",88,"22,403",-41.94%,"5,142,790","60,991","14,027,758",20201005,10
1,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",88,"8,492",-62.09%,"1,947,400","69,483","15,975,158",20201012,10
2,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",75,"3,326",-60.83%,"760,103","72,809","16,735,261",20201019,10
3,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",51,884,-73.42%,"195,620","73,693","16,930,881",20201026,10
4,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",7,61,-93.10%,"19,385","73,754","16,950,266",20201102,11
5,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",1,60,-1.64%,"11,700","73,814","16,961,966",20201109,11
6,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",1,31,-48.33%,"6,510","73,845","16,968,476",20201116,11
7,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",1,36,16.13%,"7,920","73,881","16,976,396",20201123,11
8,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",3,128,255.56%,"16,760","74,009","16,993,156",20201130,11
9,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",3,206,60.94%,"25,380","74,215","17,018,536",20201207,12
10,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",6,451,118.93%,"36,515","74,666","17,055,051",20201214,12
11,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",6,478,5.99%,"32,560","75,144","17,087,611",20201221,12
12,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",4,376,-21.34%,"24,120","75,520","17,111,731",20201228,12
