陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,伊朗,親愛的小孩,2020/06/24,水元素文化傳媒有限公司,Beta Cinema GmbH,11,502,-41.70%,"109,310","1,363","291,470",20200629,6
1,伊朗,親愛的小孩,2020/06/24,水元素文化傳媒有限公司,Beta Cinema GmbH,9,170,-66.14%,"35,945","1,533","327,415",20200706,7
2,伊朗,親愛的小孩,2020/06/24,水元素文化傳媒有限公司,Beta Cinema GmbH,5,57,-66.47%,"12,465","1,590","339,880",20200713,7
3,伊朗,親愛的小孩,2020/06/24,水元素文化傳媒有限公司,Beta Cinema GmbH,3,7,-87.72%,"1,465","1,597","341,345",20200720,7
4,伊朗,親愛的小孩,2020/6/24,水元素文化傳媒有限公司,Beta Cinema GmbH,1,26,0.00%,"4,160","1,623","345,505",20200907,9
5,伊朗,親愛的小孩,2020/06/24,水元素文化傳媒有限公司,Beta Cinema GmbH,1,43,65.38%,"6,610","1,666","352,115",20200914,9
6,伊朗,親愛的小孩,2020/06/24,水元素文化傳媒有限公司,Beta Cinema GmbH,1,15,-65.12%,"2,250","1,681","354,365",20200921,9
7,伊朗,親愛的小孩,2020/06/24,水元素文化傳媒有限公司,Beta Cinema GmbH,1,84,0.00%,"7,300","1,765","361,665",20201012,10
8,伊朗,親愛的小孩,2020/06/24,水元素文化傳媒有限公司,Beta Cinema GmbH,1,96,14.29%,"8,320","1,861","369,985",20201019,10
9,伊朗,親愛的小孩,2020/06/24,水元素文化傳媒有限公司,Beta Cinema GmbH,1,77,-19.79%,"6,790","1,938","376,775",20201026,10
10,伊朗,親愛的小孩,2020/06/24,水元素文化傳媒有限公司,Beta Cinema GmbH,1,70,-9.09%,"6,180","2,008","382,955",20201102,11
11,伊朗,親愛的小孩,2020/06/24,水元素文化傳媒有限公司,Beta Cinema GmbH,1,19,-72.86%,"1,710","2,027","384,665",20201109,11
