陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,10,622,8.93%,"133,440","1,193","253,175",20200113,1
1,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,5,50,-91.96%,"10,825","1,243","264,000",20200120,1
2,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,1,6,-88.00%,"1,400","1,249","265,400",20200127,1
3,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,2,13,-7.14%,"1,890","1,318","275,750",20200210,2
4,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,2,89,111.90%,"13,310","1,380","285,130",20200217,2
5,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,2,50,-43.82%,"7,420","1,430","292,550",20200224,2
6,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,1,12,-76.00%,"1,680","1,442","294,230",20200302,3
7,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,2,55,0.00%,"2,915","1,497","297,145",20200316,3
8,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,2,54,-1.82%,"2,960","1,551","300,105",20200323,3
9,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,1,24,-55.56%,"1,200","1,575","301,305",20200330,3
10,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,1,6,-75.00%,300,"1,581","301,605",20200406,4
