陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,46,"2,761",4.62%,"603,324","5,400","1,199,317",20200921,9
1,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,38,730,-73.56%,"161,466","6,130","1,360,783",20200928,9
2,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,9,275,-62.33%,"61,145","6,405","1,421,928",20201005,10
3,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,5,206,-25.09%,"44,300","6,611","1,466,228",20201012,10
4,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,1,64,-68.93%,"13,125","6,675","1,479,353",20201019,10
5,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,2,194,203.13%,"40,910","6,869","1,520,263",20201026,10
6,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,2,154,-20.62%,"17,260","7,023","1,537,523",20201102,11
7,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,5,319,107.14%,"25,330","7,342","1,562,853",20201109,11
8,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,7,415,30.09%,"34,580","7,757","1,597,433",20201116,11
9,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,6,296,-28.67%,"25,405","8,053","1,622,838",20201123,11
10,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,5,124,-58.11%,"11,905","8,177","1,634,743",20201130,11
11,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,2,20,-83.87%,"2,480","8,197","1,637,223",20201207,12
