陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,83,"13,472",-8.68%,"2,998,101","28,225","6,325,740",20200803,8
1,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,82,"9,111",-32.37%,"1,979,278","37,336","8,305,018",20200810,8
2,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,71,"6,326",-30.57%,"1,348,973","43,662","9,653,991",20200817,8
3,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,54,"3,807",-39.82%,"803,918","47,469","10,457,909",20200824,8
4,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,28,484,-87.29%,"106,110","47,953","10,564,019",20200831,8
5,德國,北海小英雄,2020/7/31,華映娛樂股份有限公司,Studio 100 film,13,109,-77.48%,"24,805","48,062","10,588,824",20200907,9
6,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,3,101,-7.34%,"21,970","48,163","10,610,794",20200914,9
7,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,1,12,-88.12%,"2,785","48,175","10,613,579",20200921,9
8,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,3,512,"4,166.67%","29,185","48,687","10,642,764",20200928,9
9,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,4,532,3.91%,"32,530","49,219","10,675,294",20201005,10
10,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,5,279,-47.56%,"19,760","49,498","10,695,054",20201012,10
11,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,4,120,-56.99%,"9,970","49,618","10,705,024",20201019,10
12,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,2,24,-80.00%,"3,015","49,642","10,708,039",20201026,10
13,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,1,6,-75.00%,900,"49,648","10,708,939",20201102,11
