陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",46,"3,163",-58.27%,"741,957","10,742","2,523,034",20200629,6
1,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",43,572,-81.92%,"133,351","11,314","2,656,385",20200706,7
2,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",16,103,-81.99%,"23,250","11,417","2,679,635",20200713,7
3,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",2,27,-73.79%,"5,715","11,444","2,685,350",20200720,7
4,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",1,5,-81.48%,"1,005","11,449","2,686,355",20200727,7
5,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",2,123,"2,360.00%","6,540","11,572","2,692,895",20200803,8
6,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",2,129,4.88%,"6,925","11,701","2,699,820",20200810,8
7,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",1,80,-37.98%,"4,400","11,781","2,704,220",20200817,8
8,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",3,160,100.00%,"14,120","11,941","2,718,340",20200824,8
9,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",2,149,-6.88%,"15,500","12,090","2,733,840",20200831,8
10,美國,捕魔網,2020/6/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",3,106,-28.86%,"10,620","12,196","2,744,460",20200907,9
11,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",2,72,-32.08%,"7,660","12,268","2,752,120",20200914,9
12,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",1,17,-76.39%,"1,910","12,285","2,754,030",20200921,9
