陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,69,"10,486",10.38%,"2,404,165","19,986","4,584,317",20200518,5
1,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,67,"4,526",-56.84%,"1,026,333","24,512","5,610,650",20200525,5
2,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,57,"2,057",-54.55%,"464,752","26,569","6,075,402",20200601,6
3,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,40,836,-59.36%,"187,904","27,405","6,263,306",20200608,6
4,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,22,364,-56.46%,"81,342","27,769","6,344,648",20200615,6
5,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,9,119,-67.31%,"26,850","27,888","6,371,498",20200622,6
6,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,5,15,-87.39%,"3,610","27,903","6,375,108",20200629,6
7,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,1,70,0.00%,"14,820","27,973","6,389,928",20200713,7
8,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,4,444,0.00%,"31,265","28,417","6,421,193",20200727,7
9,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,4,623,40.32%,"44,420","29,040","6,465,613",20200803,8
10,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,5,570,-8.51%,"39,510","29,610","6,505,123",20200810,8
11,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,7,342,-40.00%,"26,360","29,952","6,531,483",20200817,8
12,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,2,121,-64.62%,"10,190","30,073","6,541,673",20200824,8
13,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,1,36,-70.25%,"3,150","30,109","6,544,823",20200831,8
14,挪威,奪命隧道,2020/5/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,1,6,-83.33%,660,"30,115","6,545,483",20200907,9
15,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,1,300,0.00%,"66,000","30,415","6,611,483",20201012,10
16,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,1,300,0.00%,"66,000","30,715","6,677,483",20201019,10
