陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,49,"29,447",33.76%,"7,039,958","51,461","12,251,761",20200127,1
1,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,49,"15,665",-46.80%,"3,712,979","67,126","15,964,740",20200203,2
2,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,44,945,10.53%,"224,885","81,409","19,363,906",20200210,2
3,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,44,"6,303",-49.51%,"1,514,023","85,912","20,451,626",20200217,2
4,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,36,"3,201",-49.21%,"760,305","89,113","21,211,931",20200224,2
5,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,22,"1,291",-59.67%,"311,187","90,404","21,523,118",20200302,3
6,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,17,628,-51.36%,"153,347","91,032","21,676,465",20200309,3
7,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,7,215,-65.76%,"52,013","91,247","21,728,478",20200316,3
8,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,4,58,-73.02%,"13,725","91,305","21,742,203",20200323,3
9,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,106,0.00%,"9,240","91,411","21,751,443",20200413,4
10,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,5,295,178.30%,"21,610","91,706","21,773,053",20200420,4
11,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,6,422,43.05%,"31,815","92,128","21,804,868",20200427,4
12,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,6,261,-38.15%,"20,450","92,389","21,825,318",20200504,5
13,美國,她們,2020/01/23,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,5,132,-49.43%,"9,785","92,521","21,835,103",20200511,5
14,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,5,-96.21%,700,"92,526","21,835,803",20200518,5
15,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,29,0.00%,"3,490","92,555","21,839,293",20200601,6
16,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,53,82.76%,"5,880","92,608","21,845,173",20200608,6
17,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,57,7.55%,"6,070","92,665","21,851,243",20200615,6
18,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,12,-78.95%,"1,280","92,677","21,852,523",20200622,6
