陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,4,464,45.91%,"99,570",782,"171,790",20200921,9
1,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,4,210,-54.74%,"47,385",992,"219,175",20200928,9
2,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,3,70,-66.67%,"15,325","1,062","234,500",20201005,10
3,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,2,58,-17.14%,"12,715","1,120","247,215",20201012,10
4,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,2,9,-84.48%,"2,110","1,129","249,325",20201019,10
5,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,1,28,0.00%,"4,480","1,157","253,805",20201116,11
6,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,1,45,60.71%,"6,910","1,202","260,715",20201123,11
7,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,1,16,-64.44%,"2,450","1,218","263,165",20201130,11
8,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,3,123,668.75%,"12,530","1,341","275,695",20201207,12
9,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,2,171,39.02%,"17,120","1,512","292,815",20201214,12
10,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,2,90,-47.37%,"8,610","1,602","301,425",20201221,12
11,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,1,22,-75.56%,"1,920","1,624","303,345",20201228,12
