陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,47,"5,717",6.74%,"1,330,922","11,073","2,578,718",20200706,7
1,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,47,"1,886",-67.01%,"438,489","12,935","3,011,537",20200713,7
2,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,31,782,-58.54%,"175,575","13,717","3,187,112",20200720,7
3,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,10,124,-84.14%,"27,320","13,841","3,214,432",20200727,7
4,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,3,25,-79.84%,"5,225","13,866","3,219,657",20200803,8
5,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,1,0,-100.00%,0,"13,866","3,219,657",20200810,8
6,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,1,32,0.00%,"5,120","13,898","3,224,777",20200824,8
7,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,1,60,87.50%,"9,220","13,958","3,233,997",20200831,8
8,香港,死因無可疑,2020/7/3,華映娛樂股份有限公司,英皇影業有限公司,2,60,0.00%,"9,420","14,018","3,243,417",20200907,9
9,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,4,308,413.33%,"21,925","14,326","3,265,342",20200914,9
10,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,4,334,8.44%,"21,885","14,660","3,287,227",20200921,9
11,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,4,232,-30.54%,"15,805","14,892","3,303,032",20200928,9
12,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,3,77,-66.81%,"5,245","14,969","3,308,277",20201005,10
13,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,1,29,-62.34%,"3,090","14,998","3,311,367",20201012,10
14,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,1,34,17.24%,"3,940","15,032","3,315,307",20201019,10
15,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,1,18,-47.06%,"2,080","15,050","3,317,387",20201026,10
