陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",16,"21,732",152.70%,"5,535,013","30,332","7,716,473",20200427,4
1,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",16,"21,353",-1.74%,"5,399,532","51,685","13,116,005",20200504,5
2,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",16,"16,778",-21.43%,"4,295,992","68,463","17,411,997",20200511,5
3,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",16,"12,715",-24.22%,"3,263,346","81,178","20,675,343",20200518,5
4,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",16,"8,172",-35.73%,"2,093,622","89,350","22,768,965",20200525,5
5,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",16,"4,690",-42.61%,"1,198,732","94,040","23,967,697",20200601,6
6,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",16,"2,956",-36.97%,"754,473","96,996","24,722,170",20200608,6
7,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",15,"1,891",-36.03%,"476,891","98,887","25,199,061",20200615,6
8,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",13,"1,763",-6.77%,"443,193","100,650","25,642,254",20200622,6
9,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",11,732,-58.48%,"187,935","101,382","25,830,189",20200629,6
10,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",10,507,-30.74%,"127,857","101,889","25,958,046",20200706,7
11,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",5,202,-60.16%,"51,007","102,091","26,009,053",20200713,7
12,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",2,128,-36.63%,"32,317","102,219","26,041,370",20200720,7
13,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",2,142,10.94%,"31,140","102,361","26,072,510",20200727,7
14,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",1,36,-74.65%,"9,058","102,397","26,081,568",20200803,8
15,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",1,23,-36.11%,"5,485","102,420","26,087,053",20200810,8
16,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",1,21,-8.70%,"5,179","102,441","26,092,232",20200817,8
17,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",1,7,-66.67%,"1,740","102,448","26,093,972",20200824,8
