陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,48,"2,497",-19.89%,"557,085","5,614","1,255,802",20200113,1
1,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,37,313,-87.46%,"69,515","5,927","1,325,317",20200120,1
2,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,3,70,0.00%,"10,900","5,997","1,336,217",20200217,2
3,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,4,212,202.86%,"26,100","6,209","1,362,317",20200224,2
4,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,5,377,77.83%,"40,300","6,586","1,402,617",20200302,3
5,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,6,394,4.51%,"31,010","6,980","1,433,627",20200309,3
6,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,5,321,-18.53%,"21,755","7,301","1,455,382",20200316,3
7,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,3,193,-39.88%,"11,930","7,494","1,467,312",20200323,3
8,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,2,63,-67.36%,"3,410","7,557","1,470,722",20200330,3
9,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,1,15,-76.19%,825,"7,572","1,471,547",20200406,4
