陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,84,"10,724",-25.95%,"2,490,276","25,207","5,837,863",20200629,6
1,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,82,"5,739",-46.48%,"1,355,925","30,946","7,193,788",20200706,7
2,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,72,"2,185",-61.93%,"509,981","33,131","7,703,769",20200713,7
3,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,36,"1,001",-54.19%,"227,354","34,132","7,931,123",20200720,7
4,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,12,245,-75.52%,"55,570","34,377","7,986,693",20200727,7
5,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,34,-86.12%,"7,855","34,411","7,994,548",20200803,8
6,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,258,0.00%,"13,850","34,669","8,008,398",20200831,8
7,美國,天后小助理,2020/6/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,402,55.81%,"23,970","35,071","8,032,368",20200907,9
8,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,6,391,-2.74%,"33,995","35,462","8,066,363",20200914,9
9,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,6,281,-28.13%,"29,670","35,743","8,096,033",20200921,9
10,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,5,160,-43.06%,"20,650","35,903","8,116,683",20200928,9
11,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,34,-78.75%,"4,220","35,937","8,120,903",20201005,10
12,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,31,-8.82%,"3,410","35,968","8,124,313",20201012,10
13,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,15,-51.61%,"1,650","35,983","8,125,963",20201019,10
