陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",49,"3,057",16.72%,"695,876","5,676","1,288,111",20200525,5
1,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",48,"1,232",-59.70%,"275,105","6,908","1,563,216",20200601,6
2,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",26,458,-62.82%,"103,944","7,366","1,667,160",20200608,6
3,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",10,143,-68.78%,"32,060","7,509","1,699,220",20200615,6
4,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",6,22,-84.62%,"4,575","7,531","1,703,795",20200622,6
5,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",3,232,0.00%,"16,055","7,763","1,719,850",20200727,7
6,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",3,289,24.57%,"19,720","8,052","1,739,570",20200803,8
7,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",3,209,-27.68%,"14,130","8,261","1,753,700",20200810,8
8,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",3,126,-39.71%,"8,260","8,387","1,761,960",20200817,8
9,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",2,57,-54.76%,"5,865","8,444","1,767,825",20200824,8
10,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",1,38,-33.33%,"5,820","8,482","1,773,645",20200831,8
11,日本,靠北少女,2020/5/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",2,102,168.42%,"9,680","8,584","1,783,325",20200907,9
12,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",1,88,-13.73%,"7,680","8,672","1,791,005",20200914,9
13,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",1,63,-28.41%,"5,570","8,735","1,796,575",20200921,9
14,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",1,27,-57.14%,"2,430","8,762","1,799,005",20200928,9
