陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,16,567,-10.14%,"126,894","1,198","270,674",20200706,7
1,美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,12,47,-91.71%,"10,865","1,245","281,539",20200713,7
2,美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,2,4,-91.49%,870,"1,249","282,409",20200720,7
3,美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,2,62,0.00%,"9,920","1,311","292,329",20200817,8
4,美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,2,100,61.29%,"15,090","1,411","307,419",20200824,8
5,美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,4,132,32.00%,"11,425","1,543","318,844",20200831,8
6,美國,頭號粉絲,2020/7/3,天馬行空數位有限公司,VMI Worldwide,3,136,3.03%,"8,280","1,679","327,124",20200907,9
7,美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,3,190,39.71%,"12,560","1,869","339,684",20200914,9
8,美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,3,151,-20.53%,"11,775","2,020","351,459",20200921,9
9,美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,1,50,-66.89%,"4,320","2,070","355,779",20200928,9
10,美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,1,23,0.00%,"2,530","2,093","358,309",20201012,10
11,美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,2,38,65.22%,"4,180","2,131","362,489",20201019,10
12,美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,1,19,-50.00%,"2,090","2,150","364,579",20201026,10
13,美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,1,10,-47.37%,"1,100","2,160","365,679",20201102,11
