陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,中華民國,本來面目,2020/9/5,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,9,"5,586",-54.05%,"1,237,800","17,742","4,017,440",20200907,9
1,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,11,"5,947",6.46%,"1,266,170","23,689","5,283,610",20200914,9
2,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,13,"2,287",-61.54%,"511,535","25,976","5,795,145",20200921,9
3,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,12,"2,447",7.00%,"586,961","28,423","6,382,106",20200928,9
4,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,14,"3,513",43.56%,"794,566","32,053","7,201,242",20201005,10
5,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,19,"2,290",-34.81%,"498,510","34,343","7,699,752",20201012,10
6,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,13,"1,853",-19.08%,"404,050","36,196","8,103,802",20201019,10
7,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,8,"1,008",-45.60%,"216,560","37,204","8,320,362",20201026,10
8,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,15,"1,538",52.58%,"340,190","38,742","8,660,552",20201102,11
9,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,10,942,-38.75%,"193,275","39,684","8,853,827",20201109,11
10,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,9,934,-0.85%,"204,340","40,618","9,058,167",20201116,11
11,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,11,"1,327",42.08%,"291,980","41,945","9,350,147",20201123,11
12,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,2,211,-84.10%,"44,620","42,156","9,394,767",20201130,11
13,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,3,162,-23.22%,"34,620","42,318","9,429,387",20201207,12
