陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,中華民國,親愛的房客,2020/10/23,牽猴子整合行銷股份有限公司,一期一會影像製作有限公司,63,"30,081",66.92%,"7,072,641","48,102","11,378,555",20201026,10
1,中華民國,親愛的房客,2020/10/23,牽猴子整合行銷股份有限公司,一期一會影像製作有限公司,62,"19,518",-35.12%,"4,589,254","67,620","15,967,809",20201102,11
2,中華民國,親愛的房客,2020/10/23,牽猴子整合行銷股份有限公司,一期一會影像製作有限公司,61,"12,181",-37.59%,"2,882,082","79,801","18,849,891",20201109,11
3,中華民國,親愛的房客,2020/10/23,牽猴子整合行銷股份有限公司,一期一會影像製作有限公司,49,"11,806",-3.08%,"2,834,226","91,607","21,684,117",20201116,11
4,中華民國,親愛的房客,2020/10/23,牽猴子整合行銷股份有限公司,一期一會影像製作有限公司,50,"29,425",149.24%,"6,971,531","121,032","28,655,648",20201123,11
5,中華民國,親愛的房客,2020/10/23,牽猴子整合行銷股份有限公司,一期一會影像製作有限公司,51,"20,098",-31.70%,"4,762,897","141,130","33,418,545",20201130,11
6,中華民國,親愛的房客,2020/10/23,牽猴子整合行銷股份有限公司,一期一會影像製作有限公司,50,"11,821",-41.18%,"2,966,865","152,951","36,385,410",20201207,12
7,中華民國,親愛的房客,2020/10/23,牽猴子整合行銷股份有限公司,一期一會影像製作有限公司,47,"5,234",-55.72%,"1,233,407","158,185","37,618,817",20201214,12
8,中華民國,親愛的房客,2020/10/23,牽猴子整合行銷股份有限公司,一期一會影像製作有限公司,30,"2,350",-55.10%,"537,253","160,535","38,156,070",20201221,12
9,中華民國,親愛的房客,2020/10/23,牽猴子整合行銷股份有限公司,一期一會影像製作有限公司,21,"1,187",-49.49%,"271,399","161,722","38,427,469",20201228,12
