陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,新加坡,初心,2020/08/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,47,"10,576",40.86%,"2,476,967","19,215","4,552,242",20200824,8
1,新加坡,初心,2020/08/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,44,"7,191",-32.01%,"1,643,475","26,406","6,195,717",20200831,8
2,新加坡,初心,2020/8/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,26,"5,218",-27.44%,"1,208,076","31,624","7,403,793",20200907,9
3,新加坡,初心,2020/08/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,22,"4,543",-12.94%,"1,039,918","36,167","8,443,711",20200914,9
4,新加坡,初心,2020/08/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,26,"5,000",10.06%,"1,110,570","41,167","9,554,281",20200921,9
5,新加坡,初心,2020/08/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,12,910,-81.80%,"206,790","42,161","9,778,711",20200928,9
6,新加坡,初心,2020/08/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,11,"1,406",54.51%,"313,060","43,567","10,091,771",20201005,10
7,新加坡,初心,2020/08/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,7,929,-33.93%,"196,210","44,496","10,287,981",20201012,10
8,新加坡,初心,2020/08/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,4,440,-52.64%,"91,825","44,936","10,379,806",20201019,10
9,新加坡,初心,2020/08/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,4,339,-22.95%,"79,580","45,275","10,459,386",20201026,10
10,新加坡,初心,2020/08/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,2,319,-5.90%,"72,090","45,594","10,531,476",20201102,11
11,新加坡,初心,2020/08/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,1,60,-81.19%,"13,440","45,654","10,544,916",20201109,11
12,新加坡,初心,2020/08/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,3,490,0.00%,"98,435","46,144","10,643,351",20201123,11
13,新加坡,初心,2020/08/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,1,140,0.00%,"26,600","46,284","10,669,951",20201214,12
