陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",24,531,-47.74%,"113,295","1,547","331,231",20200803,8
1,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",18,63,-88.14%,"13,895","1,610","345,126",20200810,8
2,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",1,0,-100.00%,0,"1,610","345,126",20200817,8
3,南韓,雙面追緝,2020/7/31,亮點國際影業有限公司,"Finecut Co.,LTD.",2,64,0.00%,"10,240","1,674","355,366",20200907,9
4,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",3,211,229.69%,"21,890","1,885","377,256",20200914,9
5,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",3,219,3.79%,"17,860","2,104","395,116",20200921,9
6,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",4,264,20.55%,"20,335","2,368","415,451",20200928,9
7,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",2,187,-29.17%,"14,080","2,555","429,531",20201005,10
8,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",2,145,-22.46%,"10,765","2,700","440,296",20201012,10
9,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",3,71,-51.03%,"5,655","2,771","445,951",20201019,10
10,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",1,21,-70.42%,"2,310","2,792","448,261",20201026,10
11,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",2,74,252.38%,"8,360","2,866","456,621",20201102,11
12,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",2,96,29.73%,"10,630","2,962","467,251",20201109,11
13,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",1,31,-67.71%,"3,340","2,993","470,591",20201116,11
