陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,義大利,隱藏的畫家,2020/08/07,捷傑有限公司,Rai Com S.p.A.,10,"1,140",29.25%,"243,758","2,022","427,622",20200810,8
1,義大利,隱藏的畫家,2020/08/07,捷傑有限公司,Rai Com S.p.A.,11,524,-54.04%,"110,725","2,546","538,347",20200817,8
2,義大利,隱藏的畫家,2020/08/07,捷傑有限公司,Rai Com S.p.A.,3,109,-79.20%,"24,860","2,655","563,207",20200824,8
3,義大利,隱藏的畫家,2020/08/07,捷傑有限公司,Rai Com S.p.A.,1,26,0.00%,"4,160","2,681","567,367",20200914,9
4,義大利,隱藏的畫家,2020/08/07,捷傑有限公司,Rai Com S.p.A.,1,38,46.15%,"5,770","2,719","573,137",20200921,9
5,義大利,隱藏的畫家,2020/08/07,捷傑有限公司,Rai Com S.p.A.,1,8,-78.95%,"1,200","2,727","574,337",20200928,9
6,義大利,隱藏的畫家,2020/08/07,捷傑有限公司,Rai Com S.p.A.,2,130,0.00%,"6,760","2,857","581,097",20201012,10
7,義大利,隱藏的畫家,2020/08/07,捷傑有限公司,Rai Com S.p.A.,2,106,-18.46%,"5,610","2,963","586,707",20201019,10
8,義大利,隱藏的畫家,2020/08/07,捷傑有限公司,Rai Com S.p.A.,3,171,61.32%,"12,710","3,134","599,417",20201026,10
9,義大利,隱藏的畫家,2020/08/07,捷傑有限公司,Rai Com S.p.A.,2,197,15.20%,"16,680","3,331","616,097",20201102,11
10,義大利,隱藏的畫家,2020/08/07,捷傑有限公司,Rai Com S.p.A.,2,72,-63.45%,"5,955","3,403","622,052",20201109,11
