陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,27,"4,119",-8.59%,"947,593","8,625","2,009,546",20200217,2
1,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,26,"1,540",-62.61%,"348,057","10,165","2,357,603",20200224,2
2,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,11,572,-62.86%,"125,925","10,737","2,483,528",20200302,3
3,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,7,268,-53.15%,"59,020","11,005","2,542,548",20200309,3
4,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,2,69,-74.25%,"15,350","11,074","2,557,898",20200316,3
5,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,1,22,-68.12%,"4,920","11,096","2,562,818",20200323,3
6,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,1,20,0.00%,"3,200","11,116","2,566,018",20200413,4
7,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,1,30,50.00%,"4,560","11,146","2,570,578",20200420,4
8,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,1,19,-36.67%,"2,930","11,165","2,573,508",20200427,4
9,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,2,18,-5.26%,"2,780","11,183","2,576,288",20200504,5
10,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,1,34,21.43%,"4,880","11,227","2,582,768",20200511,5
11,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,1,11,-67.65%,"1,620","11,238","2,584,388",20200518,5
12,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,1,5,-54.55%,700,"11,243","2,585,088",20200525,5
