陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,德國,不愛鋼琴師,2020/03/20,光年映畫有限公司,Beta Cinema GmbH,6,369,27.24%,"78,610",659,"141,540",20200323,3
1,德國,不愛鋼琴師,2020/03/20,光年映畫有限公司,Beta Cinema GmbH,5,103,-72.09%,"22,055",762,"163,595",20200330,3
2,德國,不愛鋼琴師,2020/03/20,光年映畫有限公司,Beta Cinema GmbH,1,42,-59.22%,"8,760",804,"172,355",20200406,4
3,德國,不愛鋼琴師,2020/03/20,光年映畫有限公司,Beta Cinema GmbH,1,26,-38.10%,"5,700",830,"178,055",20200413,4
4,德國,不愛鋼琴師,2020/03/20,光年映畫有限公司,Beta Cinema GmbH,1,15,-42.31%,"3,130",845,"181,185",20200420,4
5,德國,不愛鋼琴師,2020/03/20,光年映畫有限公司,Beta Cinema GmbH,1,11,-26.67%,"2,460",856,"183,645",20200427,4
6,德國,不愛鋼琴師,2020/03/20,光年映畫有限公司,Beta Cinema GmbH,1,53,0.00%,"11,190",909,"194,835",20200727,7
7,德國,不愛鋼琴師,2020/03/20,光年映畫有限公司,Beta Cinema GmbH,1,36,0.00%,"5,760",945,"200,595",20201005,10
8,德國,不愛鋼琴師,2020/03/20,光年映畫有限公司,Beta Cinema GmbH,1,33,-8.33%,"5,020",978,"205,615",20201012,10
9,德國,不愛鋼琴師,2020/03/20,光年映畫有限公司,Beta Cinema GmbH,1,11,-66.67%,"1,650",989,"207,265",20201019,10
