陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,日本,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,2020/10/08,木棉花國際股份有限公司,KODANSHA LTD.,62,"8,634",-43.56%,"2,005,804","23,932","5,574,601",20201012,10
1,日本,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,2020/10/08,木棉花國際股份有限公司,KODANSHA LTD.,59,"3,697",-57.18%,"866,353","27,629","6,440,954",20201019,10
2,日本,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,2020/10/08,木棉花國際股份有限公司,KODANSHA LTD.,47,932,-74.79%,"219,115","28,561","6,660,069",20201026,10
3,日本,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,2020/10/08,木棉花國際股份有限公司,KODANSHA LTD.,18,414,-55.58%,"95,498","28,975","6,755,567",20201102,11
4,日本,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,2020/10/08,木棉花國際股份有限公司,KODANSHA LTD.,9,732,76.81%,"152,955","29,707","6,908,522",20201109,11
5,日本,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,2020/10/08,木棉花國際股份有限公司,KODANSHA LTD.,8,569,-22.27%,"117,895","30,276","7,026,417",20201116,11
6,日本,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,2020/10/08,木棉花國際股份有限公司,KODANSHA LTD.,6,567,-0.35%,"114,320","30,843","7,140,737",20201123,11
7,日本,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,2020/10/08,木棉花國際股份有限公司,KODANSHA LTD.,2,214,-62.26%,"41,660","31,057","7,182,397",20201130,11
8,日本,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,2020/10/08,木棉花國際股份有限公司,KODANSHA LTD.,3,242,13.08%,"50,440","31,299","7,232,837",20201207,12
9,日本,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,2020/10/08,木棉花國際股份有限公司,KODANSHA LTD.,2,129,-46.69%,"26,260","31,428","7,259,097",20201214,12
10,日本,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,2020/10/08,木棉花國際股份有限公司,KODANSHA LTD.,1,35,-72.87%,"7,000","31,463","7,266,097",20201221,12
