陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",62,"8,815",-12.87%,"2,069,689","18,932","4,431,988",20200504,5
1,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",63,"6,349",-27.98%,"1,510,432","25,281","5,942,420",20200511,5
2,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",61,"3,165",-50.15%,"756,097","28,446","6,698,517",20200518,5
3,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",45,"1,294",-59.12%,"316,595","29,740","7,015,112",20200525,5
4,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",18,497,-61.59%,"121,136","30,237","7,136,248",20200601,6
5,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",10,143,-71.23%,"36,923","30,380","7,173,171",20200608,6
6,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",3,57,-60.14%,"15,894","30,437","7,189,065",20200615,6
7,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",2,4,-92.98%,"1,005","30,441","7,190,070",20200622,6
8,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",2,278,0.00%,"14,545","30,719","7,204,615",20200706,7
9,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",5,845,203.96%,"51,315","31,564","7,255,930",20200713,7
10,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",5,"2,406",184.73%,"140,580","33,970","7,396,510",20200720,7
11,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",6,"1,678",-30.26%,"96,905","35,648","7,493,415",20200727,7
12,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",4,964,-42.55%,"55,950","36,612","7,549,365",20200803,8
13,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",2,113,-88.28%,"10,830","36,725","7,560,195",20200810,8
14,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",2,52,-53.98%,"4,680","36,777","7,564,875",20200817,8
