陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,花木蘭,2020/9/4,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",100,"101,626",-29.57%,"23,666,027","245,917","57,415,022",20200907,9
1,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",99,"35,242",-65.32%,"8,199,963","281,159","65,614,985",20200914,9
2,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",99,"14,803",-58.12%,"3,431,444","296,066","69,068,693",20200921,9
3,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",94,"8,996",-39.23%,"2,059,825","305,062","71,128,518",20200928,9
4,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",79,"2,948",-67.23%,"669,802","308,010","71,798,320",20201005,10
5,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",50,775,-73.71%,"177,410","308,785","71,975,730",20201012,10
6,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",20,305,-60.65%,"65,420","309,090","72,041,150",20201019,10
7,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",7,84,-72.46%,"18,625","309,174","72,059,775",20201026,10
8,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",2,106,0.00%,"13,930","309,280","72,073,705",20201116,11
9,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",7,"1,025",866.98%,"80,930","310,305","72,154,635",20201123,11
10,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",7,"1,085",5.85%,"84,765","311,390","72,239,400",20201130,11
11,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",6,688,-36.59%,"52,755","312,078","72,292,155",20201207,12
12,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",6,425,-38.23%,"31,455","312,503","72,323,610",20201214,12
13,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",5,230,-45.88%,"15,665","312,733","72,339,275",20201221,12
14,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",3,179,-22.17%,"11,825","312,912","72,351,100",20201228,12
