陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",90,"19,585",-12.12%,"4,494,008","41,872","9,612,421",20200309,3
1,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",90,"6,731",-65.63%,"1,523,790","48,603","11,136,211",20200316,3
2,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",82,"2,409",-64.21%,"536,213","51,012","11,672,349",20200323,3
3,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",48,487,-79.78%,"109,181","51,499","11,781,530",20200330,3
4,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",16,109,-77.62%,"24,320","51,608","11,805,850",20200406,4
5,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",7,49,-55.05%,"10,130","51,657","11,815,980",20200413,4
6,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",4,24,-51.02%,"4,870","51,681","11,820,850",20200420,4
7,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",1,10,-58.33%,"2,000","51,691","11,822,850",20200427,4
8,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",1,5,-50.00%,"1,000","51,696","11,823,850",20200504,5
9,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",1,17,240.00%,"2,720","51,713","11,826,570",20200511,5
10,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",3,323,"1,800.00%","20,250","52,036","11,846,820",20200518,5
11,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",4,523,61.92%,"31,425","52,559","11,878,245",20200525,5
12,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",5,406,-22.37%,"26,600","52,965","11,904,845",20200601,6
13,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",3,219,-46.06%,"13,730","53,184","11,918,575",20200608,6
14,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",3,112,-48.86%,"6,775","53,296","11,925,350",20200615,6
15,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",1,33,-70.54%,"1,815","53,329","11,927,165",20200622,6
