陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,19,319,-5.06%,"70,900",655,"147,136",20200511,5
1,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,6,157,-50.78%,"34,245",812,"181,381",20200518,5
2,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,5,154,-1.91%,"33,705",966,"215,086",20200525,5
3,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,2,118,-23.38%,"26,190","1,084","241,276",20200601,6
4,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,2,50,-57.63%,"11,960","1,134","253,236",20200608,6
5,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,4,775,"1,450.00%","169,610","1,909","422,846",20200615,6
6,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,2,209,-73.03%,"49,590","2,118","472,436",20200622,6
7,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,2,263,25.84%,"60,520","2,381","532,956",20200629,6
8,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,1,3,-98.86%,540,"2,384","533,496",20200706,7
9,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,1,2,-33.33%,440,"2,386","533,936",20200713,7
10,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,2,267,"13,250.00%","62,930","2,653","596,866",20200720,7
11,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,1,1,-99.63%,155,"2,654","597,021",20200727,7
12,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,1,1,0.00%,310,"2,655","597,331",20200803,8
13,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,1,2,100.00%,385,"2,657","597,716",20200810,8
14,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,1,1,-50.00%,230,"2,658","597,946",20200817,8
15,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,1,43,"4,200.00%","9,460","2,701","607,406",20200824,8
16,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,1,2,-95.35%,620,"2,703","608,026",20200831,8
17,中華民國,老娘就要這麼活,2020/5/8,春暉映像有限公司,萊思捷有限公司,1,3,50.00%,530,"2,706","608,556",20200907,9
