陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",57,"8,967",20.48%,"2,012,304","16,410","3,692,211",20200706,7
1,泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",56,"3,821",-57.39%,"843,035","20,231","4,535,246",20200713,7
2,泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",42,"2,284",-40.23%,"492,980","22,515","5,028,226",20200720,7
3,泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",20,494,-78.37%,"104,820","23,009","5,133,046",20200727,7
4,泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",7,139,-71.86%,"29,990","23,148","5,163,036",20200803,8
5,泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",2,11,-92.09%,"2,330","23,159","5,165,366",20200810,8
6,泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",2,131,0.00%,"6,865","23,290","5,172,231",20200831,8
7,泰國,鬼侍女,2020/7/3,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",3,138,5.34%,"10,395","23,428","5,182,626",20200907,9
8,泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",2,112,-18.84%,"10,600","23,540","5,193,226",20200914,9
9,泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",2,49,-56.25%,"5,175","23,589","5,198,401",20200921,9
10,泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",1,10,-79.59%,"1,400","23,599","5,199,801",20200928,9
