陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,17,"1,226",20.43%,"268,589","2,244","483,530",20200518,5
1,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,13,535,-56.36%,"112,900","2,779","596,430",20200525,5
2,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,7,158,-70.47%,"33,165","2,937","629,595",20200601,6
3,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,47,-70.25%,"9,540","2,984","639,135",20200608,6
4,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,34,0.00%,"5,440","3,018","644,575",20200803,8
5,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,41,20.59%,"6,230","3,059","650,805",20200810,8
6,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,10,-75.61%,"1,500","3,069","652,305",20200817,8
7,英國,海邊走走,2020/5/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,48,0.00%,"4,180","3,117","656,485",20200907,9
8,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,56,16.67%,"4,940","3,173","661,425",20200914,9
9,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,48,-14.29%,"4,340","3,221","665,765",20200921,9
10,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,2,76,58.33%,"10,300","3,297","676,065",20200928,9
11,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,38,-50.00%,"5,680","3,335","681,745",20201005,10
12,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,21,-44.74%,"3,120","3,356","684,865",20201012,10
13,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,9,-57.14%,"1,260","3,365","686,125",20201019,10
