陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,14,573,4.56%,"122,910","1,121","238,952",20200914,9
1,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,6,133,-76.79%,"28,885","1,254","267,837",20200921,9
2,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,5,68,-48.87%,"14,755","1,322","282,592",20200928,9
3,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,1,4,-94.12%,825,"1,326","283,417",20201005,10
4,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,1,30,0.00%,"4,800","1,356","288,217",20201019,10
5,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,2,79,163.33%,"12,290","1,435","300,507",20201026,10
6,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,2,82,3.80%,"12,440","1,517","312,947",20201102,11
7,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,2,46,-43.90%,"6,860","1,563","319,807",20201109,11
8,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,5,232,404.35%,"20,160","1,795","339,967",20201116,11
9,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,4,314,35.34%,"25,110","2,109","365,077",20201123,11
10,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,4,130,-58.60%,"10,745","2,239","375,822",20201130,11
11,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,2,58,-55.38%,"6,040","2,297","381,862",20201207,12
12,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,2,33,-43.10%,"3,630","2,330","385,492",20201214,12
13,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,1,21,-36.36%,"2,310","2,351","387,802",20201221,12
