陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",81,"6,083",-18.51%,"1,387,926","13,548","3,078,585",20200330,3
1,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",80,"1,807",-70.29%,"413,171","15,355","3,491,756",20200406,4
2,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",57,625,-65.41%,"138,631","15,980","3,630,387",20200413,4
3,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",30,203,-67.52%,"46,005","16,183","3,676,392",20200420,4
4,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",8,32,-84.24%,"6,260","16,215","3,682,652",20200427,4
5,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",5,18,-43.75%,"3,420","16,233","3,686,072",20200504,5
6,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",3,12,-33.33%,"2,430","16,245","3,688,502",20200511,5
7,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",1,8,-33.33%,"1,630","16,253","3,690,132",20200518,5
8,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",1,18,125.00%,"2,880","16,271","3,693,012",20200525,5
9,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",5,529,"2,838.89%","37,170","16,800","3,730,182",20200601,6
10,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",7,640,20.98%,"47,435","17,440","3,777,617",20200608,6
11,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",6,305,-52.34%,"23,165","17,745","3,800,782",20200615,6
12,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",5,119,-60.98%,"9,200","17,864","3,809,982",20200622,6
13,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",1,138,0.00%,"10,620","18,002","3,820,602",20200817,8
14,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",1,156,13.04%,"12,160","18,158","3,832,762",20200824,8
15,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",1,81,-48.08%,"7,000","18,239","3,839,762",20200831,8
16,美國,絕命直播,2020/3/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",1,38,-53.09%,"3,340","18,277","3,843,102",20200907,9
