陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,"5,268",-13.50%,"1,263,118","11,358","2,693,423",20200120,1
1,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,"3,838",-27.15%,"903,152","15,196","3,596,575",20200127,1
2,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,"1,087",-71.68%,"250,671","16,283","3,847,246",20200203,2
3,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,31,-8.82%,"7,100","16,966","4,004,592",20200210,2
4,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,338,-45.31%,"79,143","17,239","4,068,385",20200217,2
5,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,258,-23.67%,"60,503","17,497","4,128,888",20200224,2
6,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,97,-62.40%,"23,445","17,594","4,152,333",20200302,3
7,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,121,24.74%,"29,238","17,715","4,181,571",20200309,3
8,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,36,-70.25%,"8,545","17,751","4,190,116",20200316,3
9,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,48,33.33%,"11,270","17,799","4,201,386",20200323,3
10,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,69,43.75%,"17,442","17,868","4,218,828",20200330,3
11,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,14,-79.71%,"3,430","17,882","4,222,258",20200406,4
12,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,26,85.71%,"6,364","17,908","4,228,622",20200413,4
13,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,45,73.08%,"10,816","17,953","4,239,438",20200420,4
14,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,74,64.44%,"17,593","18,027","4,257,031",20200427,4
