陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,17,634,18.50%,"145,557","1,169","273,442",20200706,7
1,法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,11,127,-79.97%,"28,985","1,296","302,427",20200713,7
2,法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,5,29,-77.17%,"6,620","1,325","309,047",20200720,7
3,法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,2,66,0.00%,"10,560","1,391","319,607",20200810,8
4,法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,4,401,507.58%,"32,395","1,792","352,002",20200817,8
5,法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,4,424,5.74%,"28,420","2,216","380,422",20200824,8
6,法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,4,138,-67.45%,"9,020","2,354","389,442",20200831,8
7,法國,超能西蒙的奇幻旅程,2020/7/3,本萃電影有限公司,PULSAR CONTENT SAS,2,78,-43.48%,"4,230","2,432","393,672",20200907,9
8,法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,1,20,-74.36%,"1,100","2,452","394,772",20200914,9
9,法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,1,8,0.00%,880,"2,460","395,652",20201019,10
10,法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,2,20,0.00%,"2,200","2,480","397,852",20201102,11
11,法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,1,3,0.00%,330,"2,483","398,182",20201116,11
