陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,13,"1,474",-17.70%,"325,135","3,398","744,699",20200120,1
1,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,11,638,-56.21%,"144,222","4,019","885,526",20200127,1
2,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,8,320,-49.84%,"73,460","4,339","958,986",20200203,2
3,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,3,-72.73%,720,"4,490","995,771",20200210,2
4,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,34,-75.18%,"8,750","4,510","1,000,921",20200217,2
5,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,23,-32.35%,"6,050","4,533","1,006,971",20200224,2
6,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,10,0.00%,"2,200","4,543","1,009,171",20200309,3
7,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,11,10.00%,"2,580","4,554","1,011,751",20200316,3
8,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,3,58,0.00%,"12,765","4,612","1,024,516",20200330,3
9,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,3,61,5.17%,"13,400","4,673","1,037,916",20200406,4
10,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,2,20,-67.21%,"4,890","4,693","1,042,806",20200413,4
11,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,2,25,25.00%,"5,640","4,718","1,048,446",20200420,4
12,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,0,-100.00%,0,"4,718","1,048,446",20200427,4
13,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,2,28,0.00%,"5,930","4,746","1,054,376",20200511,5
14,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,2,62,121.43%,"12,755","4,808","1,067,131",20200518,5
