陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,中華民國,驚夢49天,2020/06/24,原創娛樂股份有限公司,世華文化創意事業有限公司,30,"4,637",-58.20%,"1,056,474","15,906","3,614,399",20200629,6
1,中華民國,驚夢49天,2020/06/24,原創娛樂股份有限公司,世華文化創意事業有限公司,28,"2,066",-55.45%,"474,520","17,972","4,088,919",20200706,7
2,中華民國,驚夢49天,2020/06/24,原創娛樂股份有限公司,世華文化創意事業有限公司,24,911,-55.91%,"209,576","18,883","4,298,495",20200713,7
3,中華民國,驚夢49天,2020/06/24,原創娛樂股份有限公司,世華文化創意事業有限公司,13,227,-75.08%,"51,250","19,110","4,349,745",20200720,7
4,中華民國,驚夢49天,2020/06/24,原創娛樂股份有限公司,世華文化創意事業有限公司,4,34,-85.02%,"7,220","19,144","4,356,965",20200727,7
5,中華民國,驚夢49天,2020/06/24,原創娛樂股份有限公司,世華文化創意事業有限公司,1,13,-61.76%,"2,650","19,157","4,359,615",20200803,8
6,中華民國,驚夢49天,2020/06/24,原創娛樂股份有限公司,世華文化創意事業有限公司,1,3,-76.92%,620,"19,160","4,360,235",20200810,8
7,中華民國,驚夢49天,2020/06/24,原創娛樂股份有限公司,世華文化創意事業有限公司,1,30,900.00%,"4,800","19,190","4,365,035",20200817,8
8,中華民國,驚夢49天,2020/06/24,原創娛樂股份有限公司,世華文化創意事業有限公司,1,52,73.33%,"7,660","19,242","4,372,695",20200824,8
9,中華民國,驚夢49天,2020/06/24,原創娛樂股份有限公司,世華文化創意事業有限公司,1,31,-40.38%,"4,620","19,273","4,377,315",20200831,8
10,中華民國,驚夢49天,2020/6/24,原創娛樂股份有限公司,世華文化創意事業有限公司,1,16,-48.39%,"2,240","19,289","4,379,555",20200907,9
