陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,德國,抽屍剝繭,2020/04/30,海鵬影業有限公司,GLOBAL SCREEN GMBH,56,"4,182",10.78%,"926,927","7,957","1,766,366",20200504,5
1,德國,抽屍剝繭,2020/04/30,海鵬影業有限公司,GLOBAL SCREEN GMBH,56,"3,039",-27.33%,"675,330","10,996","2,441,696",20200511,5
2,德國,抽屍剝繭,2020/04/30,海鵬影業有限公司,GLOBAL SCREEN GMBH,48,"1,645",-45.87%,"359,991","12,641","2,801,687",20200518,5
3,德國,抽屍剝繭,2020/04/30,海鵬影業有限公司,GLOBAL SCREEN GMBH,21,588,-64.26%,"126,510","13,229","2,928,197",20200525,5
4,德國,抽屍剝繭,2020/04/30,海鵬影業有限公司,GLOBAL SCREEN GMBH,15,237,-59.69%,"51,462","13,466","2,979,659",20200601,6
5,德國,抽屍剝繭,2020/04/30,海鵬影業有限公司,GLOBAL SCREEN GMBH,9,88,-62.87%,"19,636","13,554","2,999,295",20200608,6
6,德國,抽屍剝繭,2020/04/30,海鵬影業有限公司,GLOBAL SCREEN GMBH,3,40,-54.55%,"8,483","13,594","3,007,778",20200615,6
7,德國,抽屍剝繭,2020/04/30,海鵬影業有限公司,GLOBAL SCREEN GMBH,2,12,-70.00%,"2,575","13,606","3,010,353",20200622,6
8,德國,抽屍剝繭,2020/04/30,海鵬影業有限公司,GLOBAL SCREEN GMBH,1,10,-16.67%,"2,290","13,616","3,012,643",20200629,6
9,德國,抽屍剝繭,2020/04/30,海鵬影業有限公司,GLOBAL SCREEN GMBH,1,0,-100.00%,0,"13,616","3,012,643",20200706,7
