陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",92,"76,248",6.43%,"17,507,644","147,891","33,838,554",20200127,1
1,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",93,"19,140",-74.90%,"4,338,303","167,027","38,176,037",20200203,2
2,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",67,389,-22.36%,"85,630","175,800","40,138,203",20200210,2
3,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",69,"1,982",-74.86%,"430,232","176,892","40,371,785",20200217,2
4,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",18,171,-91.37%,"38,420","177,063","40,410,205",20200224,2
5,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,361,0.00%,"27,975","177,424","40,438,180",20200330,3
6,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,441,22.16%,"32,550","177,865","40,470,730",20200406,4
7,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",6,413,-6.35%,"30,570","178,278","40,501,300",20200413,4
8,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",6,358,-13.32%,"26,430","178,636","40,527,730",20200420,4
9,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,238,-33.52%,"16,745","178,874","40,544,475",20200427,4
10,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",2,114,-52.10%,"8,225","178,988","40,552,700",20200504,5
11,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,73,0.00%,"8,300","179,061","40,561,000",20200622,6
12,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,80,9.59%,"8,830","179,141","40,569,830",20200629,6
13,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,51,-36.25%,"5,810","179,192","40,575,640",20200706,7
14,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,29,-43.14%,"3,160","179,221","40,578,800",20200713,7
