陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,28,"2,687",50.11%,"612,775","4,477","1,022,564",20200427,4
1,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,26,"1,919",-28.58%,"447,097","6,396","1,469,661",20200504,5
2,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,25,"1,695",-11.67%,"398,013","8,091","1,867,674",20200511,5
3,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,16,955,-43.66%,"225,859","9,046","2,093,533",20200518,5
4,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,8,483,-49.42%,"112,165","9,529","2,205,698",20200525,5
5,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,5,305,-36.85%,"69,175","9,834","2,274,873",20200601,6
6,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,4,265,-13.11%,"60,260","10,099","2,335,133",20200608,6
7,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,2,83,-68.68%,"18,290","10,182","2,353,423",20200615,6
8,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,2,13,-84.34%,"2,830","10,195","2,356,253",20200622,6
9,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,4,"1,364",0.00%,"74,260","11,559","2,430,513",20200720,7
10,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,6,"1,801",32.04%,"103,410","13,360","2,533,923",20200727,7
11,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,5,"1,482",-17.71%,"88,600","14,842","2,622,523",20200803,8
12,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,4,749,-49.46%,"44,800","15,591","2,667,323",20200810,8
13,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,2,51,-93.19%,"4,650","15,642","2,671,973",20200817,8
