陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,英國,晚班,2020/06/12,威秀影城股份有限公司,CtrlMovie,3,"1,959",58.75%,"492,630","3,193","811,860",20200615,6
1,英國,晚班,2020/06/12,威秀影城股份有限公司,CtrlMovie,3,"2,438",24.45%,"604,410","5,631","1,416,270",20200622,6
2,英國,晚班,2020/06/12,威秀影城股份有限公司,CtrlMovie,3,"1,407",-42.29%,"339,150","7,038","1,755,420",20200629,6
3,英國,晚班,2020/06/12,威秀影城股份有限公司,CtrlMovie,3,969,-31.13%,"230,700","8,007","1,986,120",20200706,7
4,英國,晚班,2020/06/12,威秀影城股份有限公司,CtrlMovie,3,587,-39.42%,"138,960","8,594","2,124,420",20200713,7
5,英國,晚班,2020/06/12,威秀影城股份有限公司,CtrlMovie,2,523,-10.90%,"132,150","9,117","2,256,570",20200720,7
6,英國,晚班,2020/06/12,威秀影城股份有限公司,CtrlMovie,3,398,-23.90%,"102,930","9,515","2,359,500",20200727,7
7,英國,晚班,2020/06/12,威秀影城股份有限公司,CtrlMovie,3,391,-1.76%,"96,360","9,906","2,455,860",20200803,8
8,英國,晚班,2020/06/12,威秀影城股份有限公司,CtrlMovie,3,163,-58.31%,"42,480","10,069","2,498,340",20200810,8
9,英國,晚班,2020/06/12,威秀影城股份有限公司,CtrlMovie,3,156,-4.29%,"40,650","10,225","2,538,990",20200817,8
10,英國,晚班,2020/06/12,威秀影城股份有限公司,CtrlMovie,2,181,16.03%,"44,280","10,406","2,583,270",20200824,8
