陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,28,366.67%,"18,680",34,"22,760",20200706,7
1,英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,5,35,0.00%,"24,320",69,"47,080",20200720,7
2,英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,49,40.00%,"34,240",118,"81,320",20200727,7
3,英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,14,-71.43%,"9,880",132,"91,200",20200803,8
4,英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,37,164.29%,"26,320",169,"117,520",20200810,8
5,英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,2,7,-81.08%,"4,880",176,"122,400",20200817,8
6,英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,30,328.57%,"22,080",206,"144,480",20200824,8
7,英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,2,2,-93.33%,"1,600",208,"146,080",20200831,8
8,英國,彗星美人,2020/7/4,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,5,150.00%,"3,520",213,"149,600",20200907,9
9,英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,5,0.00%,"3,760",218,"153,360",20200914,9
10,英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,6,20.00%,"4,440",224,"157,800",20200921,9
11,英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,12,0.00%,"8,880",236,"166,680",20201005,10
12,英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,6,33,0.00%,"23,640",269,"190,320",20201019,10
