陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,47,854,-17.17%,"182,048","1,885","403,726",20200413,4
1,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,37,234,-72.60%,"50,450","2,119","454,176",20200420,4
2,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,11,36,-84.62%,"7,515","2,155","461,691",20200427,4
3,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,2,3,-91.67%,520,"2,158","462,211",20200504,5
4,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,1,3,0.00%,620,"2,161","462,831",20200511,5
5,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,1,20,0.00%,"3,200","2,181","466,031",20200601,6
6,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,2,47,135.00%,"6,620","2,228","472,651",20200608,6
7,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,2,28,-40.43%,"3,810","2,256","476,461",20200615,6
8,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,2,6,-78.57%,780,"2,262","477,241",20200622,6
9,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,1,14,133.33%,"2,240","2,276","479,481",20200629,6
10,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,1,26,85.71%,"3,800","2,302","483,281",20200706,7
11,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,1,15,-42.31%,"2,180","2,317","485,461",20200713,7
12,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,1,13,-13.33%,"1,980","2,330","487,441",20200720,7
13,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,2,34,161.54%,"3,320","2,364","490,761",20200727,7
14,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,1,57,67.65%,"4,540","2,421","495,301",20200803,8
15,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,2,36,-36.84%,"3,380","2,457","498,681",20200810,8
16,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,1,31,-13.89%,"3,350","2,488","502,031",20200817,8
17,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,1,20,-35.48%,"2,110","2,508","504,141",20200824,8
