陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,最後晚安曲,2020/03/20,本萃電影有限公司,Westend Films Ltd.,37,715,-16.08%,"155,353","1,567","336,730",20200323,3
1,美國,最後晚安曲,2020/03/20,本萃電影有限公司,Westend Films Ltd.,16,76,-89.37%,"16,465","1,643","353,195",20200330,3
2,美國,最後晚安曲,2020/03/20,本萃電影有限公司,Westend Films Ltd.,3,17,-77.63%,"3,780","1,660","356,975",20200406,4
3,美國,最後晚安曲,2020/03/20,本萃電影有限公司,Westend Films Ltd.,1,28,0.00%,"4,480","1,688","361,455",20200622,6
4,美國,最後晚安曲,2020/03/20,本萃電影有限公司,Westend Films Ltd.,1,26,-7.14%,"3,940","1,714","365,395",20200629,6
5,美國,最後晚安曲,2020/03/20,本萃電影有限公司,Westend Films Ltd.,2,86,230.77%,"9,080","1,800","374,475",20200706,7
6,美國,最後晚安曲,2020/03/20,本萃電影有限公司,Westend Films Ltd.,1,487,466.28%,"29,680","2,287","404,155",20200713,7
7,美國,最後晚安曲,2020/03/20,本萃電影有限公司,Westend Films Ltd.,2,823,68.99%,"45,670","3,110","449,825",20200720,7
8,美國,最後晚安曲,2020/03/20,本萃電影有限公司,Westend Films Ltd.,1,60,-92.71%,"8,920","3,170","458,745",20200727,7
9,美國,最後晚安曲,2020/03/20,本萃電影有限公司,Westend Films Ltd.,1,33,-45.00%,"4,860","3,203","463,605",20200803,8
10,美國,最後晚安曲,2020/03/20,本萃電影有限公司,Westend Films Ltd.,1,13,-60.61%,"1,820","3,216","465,425",20200810,8
