陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),33,701,-21.15%,"151,349","1,590","348,683",20200330,3
1,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),26,162,-76.89%,"34,540","1,752","383,223",20200406,4
2,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),6,40,-75.31%,"8,855","1,792","392,078",20200413,4
3,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),1,8,-80.00%,"1,520","1,800","393,598",20200420,4
4,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),2,5,-37.50%,"1,290","1,805","394,888",20200427,4
5,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),1,13,0.00%,"2,080","1,818","396,968",20200525,5
6,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),1,27,107.69%,"4,140","1,845","401,108",20200601,6
7,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),3,104,285.19%,"12,700","1,949","413,808",20200608,6
8,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),6,378,263.46%,"42,315","2,327","456,123",20200615,6
9,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),5,473,25.13%,"33,950","2,800","490,073",20200622,6
10,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),4,183,-61.31%,"12,935","2,983","503,008",20200629,6
11,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),2,148,-19.13%,"7,850","3,131","510,858",20200706,7
12,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),1,133,-10.14%,"6,650","3,264","517,508",20200713,7
13,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),1,156,17.29%,"7,800","3,420","525,308",20200720,7
14,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),2,237,51.92%,"29,140","3,657","554,448",20200727,7
15,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),1,77,-67.51%,"3,850","3,734","558,298",20200803,8
16,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),1,73,-5.19%,"3,650","3,807","561,948",20200810,8
17,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),1,84,15.07%,"4,200","3,891","566,148",20200817,8
18,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),1,23,-72.62%,"1,150","3,914","567,298",20200824,8
