陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,20,"5,596",-39.70%,"1,358,585","14,876","3,626,741",20200316,3
1,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,20,"2,288",-59.11%,"561,645","17,164","4,188,386",20200323,3
2,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,19,"1,364",-40.38%,"335,497","18,528","4,523,883",20200330,3
3,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,15,876,-35.78%,"215,531","19,404","4,739,414",20200406,4
4,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,13,488,-44.29%,"117,219","19,892","4,856,633",20200413,4
5,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,10,299,-38.73%,"75,498","20,191","4,932,131",20200420,4
6,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,8,192,-35.79%,"48,301","20,383","4,980,432",20200427,4
7,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,6,166,-13.54%,"42,978","20,549","5,023,410",20200504,5
8,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,5,185,11.45%,"47,514","20,734","5,070,924",20200511,5
9,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,5,128,-30.81%,"32,430","20,862","5,103,354",20200518,5
10,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,2,69,-46.09%,"17,041","20,931","5,120,395",20200525,5
11,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,2,30,-56.52%,"7,316","20,961","5,127,711",20200601,6
12,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,2,39,30.00%,"9,700","21,000","5,137,411",20200608,6
13,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,1,12,-69.23%,"3,230","21,012","5,140,641",20200615,6
