陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",30,869,-14.64%,"188,377","1,887","405,920",20200608,6
1,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",22,171,-80.32%,"35,590","2,058","441,510",20200615,6
2,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",6,8,-95.32%,"1,770","2,066","443,280",20200622,6
3,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",2,70,0.00%,"3,735","2,136","447,015",20200824,8
4,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",2,102,45.71%,"5,420","2,238","452,435",20200831,8
5,美國,敢殺就來,2020/6/5,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",2,75,-26.47%,"4,005","2,313","456,440",20200907,9
6,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",2,46,-38.67%,"4,630","2,359","461,070",20200914,9
7,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",2,92,100.00%,"10,070","2,451","471,140",20200921,9
8,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",2,86,-6.52%,"8,060","2,537","479,200",20200928,9
9,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",1,47,-45.35%,"4,210","2,584","483,410",20201005,10
10,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",1,17,-63.83%,"1,530","2,601","484,940",20201012,10
11,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",1,24,0.00%,"3,840","2,625","488,780",20201102,11
12,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",1,31,29.17%,"4,560","2,656","493,340",20201109,11
13,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",1,13,-58.06%,"1,980","2,669","495,320",20201116,11
