陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,搞鬼,2020/04/09,香港商甲上娛樂有限公司台灣分公司,BANKSIDE FILMS LTD,77,"8,877",17.59%,"2,037,579","16,426","3,764,803",20200413,4
1,美國,搞鬼,2020/04/09,香港商甲上娛樂有限公司台灣分公司,BANKSIDE FILMS LTD,77,"4,514",-49.34%,"1,049,388","20,973","4,821,213",20200420,4
2,美國,搞鬼,2020/04/09,香港商甲上娛樂有限公司台灣分公司,BANKSIDE FILMS LTD,72,"1,974",-56.27%,"454,609","22,947","5,275,822",20200427,4
3,美國,搞鬼,2020/04/09,香港商甲上娛樂有限公司台灣分公司,BANKSIDE FILMS LTD,50,824,-58.26%,"189,087","23,771","5,464,909",20200504,5
4,美國,搞鬼,2020/04/09,香港商甲上娛樂有限公司台灣分公司,BANKSIDE FILMS LTD,33,500,-39.32%,"111,704","24,271","5,576,613",20200511,5
5,美國,搞鬼,2020/04/09,香港商甲上娛樂有限公司台灣分公司,BANKSIDE FILMS LTD,20,176,-64.80%,"39,195","24,447","5,615,808",20200518,5
6,美國,搞鬼,2020/04/09,香港商甲上娛樂有限公司台灣分公司,BANKSIDE FILMS LTD,8,36,-79.55%,"8,172","24,483","5,623,980",20200525,5
7,美國,搞鬼,2020/04/09,香港商甲上娛樂有限公司台灣分公司,BANKSIDE FILMS LTD,2,16,-55.56%,"3,785","24,499","5,627,765",20200601,6
8,美國,搞鬼,2020/04/09,香港商甲上娛樂有限公司台灣分公司,BANKSIDE FILMS LTD,2,34,0.00%,"5,440","24,533","5,633,205",20200706,7
9,美國,搞鬼,2020/04/09,香港商甲上娛樂有限公司台灣分公司,BANKSIDE FILMS LTD,2,59,73.53%,"8,790","24,592","5,641,995",20200713,7
10,美國,搞鬼,2020/04/09,香港商甲上娛樂有限公司台灣分公司,BANKSIDE FILMS LTD,2,25,-57.63%,"3,620","24,617","5,645,615",20200720,7
