陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",60,"2,578",-65.83%,"568,734","10,123","2,304,850",20201005,10
1,美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",40,345,-86.63%,"76,255","10,470","2,381,485",20201012,10
2,美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",4,32,-90.72%,"7,060","10,502","2,388,545",20201019,10
3,美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",2,58,81.25%,"12,770","10,560","2,401,315",20201026,10
4,美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",3,236,0.00%,"13,915","10,796","2,415,230",20201116,11
5,美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",4,295,25.00%,"21,505","11,091","2,436,735",20201123,11
6,美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",6,299,1.36%,"27,525","11,390","2,464,260",20201130,11
7,美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",7,240,-19.73%,"25,525","11,630","2,489,785",20201207,12
8,美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",5,111,-53.75%,"13,285","11,741","2,503,070",20201214,12
9,美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",1,17,-84.68%,"2,380","11,758","2,505,450",20201221,12
