陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,64,"3,851",-16.41%,"826,038","8,458","1,818,023",20200727,7
1,泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,52,862,-77.62%,"180,640","9,320","1,998,663",20200803,8
2,泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,10,78,-90.95%,"16,820","9,398","2,015,483",20200810,8
3,泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,4,170,0.00%,"11,060","9,568","2,026,543",20200914,9
4,泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,3,191,12.35%,"11,550","9,759","2,038,093",20200921,9
5,泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,3,126,-34.03%,"6,965","9,885","2,045,058",20200928,9
6,泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,2,31,-75.40%,"1,645","9,916","2,046,703",20201005,10
7,泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,1,24,-22.58%,"3,840","9,940","2,050,543",20201012,10
8,泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,1,40,66.67%,"5,920","9,980","2,056,463",20201019,10
9,泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,1,29,-27.50%,"4,340","10,009","2,060,803",20201026,10
