陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,變種人,2020/08/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",93,"25,240",-45.43%,"5,822,499","71,492","16,467,409",20200831,8
1,美國,變種人,2020/8/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",90,"6,741",-73.29%,"1,581,155","78,233","18,048,564",20200907,9
2,美國,變種人,2020/08/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",45,"1,095",-83.76%,"254,271","79,328","18,302,835",20200914,9
3,美國,變種人,2020/08/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",11,274,-74.98%,"62,725","79,602","18,365,560",20200921,9
4,美國,變種人,2020/08/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",7,55,-79.93%,"11,970","79,657","18,377,530",20200928,9
5,美國,變種人,2020/08/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,132,140.00%,"31,970","79,789","18,409,500",20201005,10
6,美國,變種人,2020/08/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",2,109,0.00%,"14,010","79,898","18,423,510",20201019,10
7,美國,變種人,2020/08/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,486,345.87%,"36,615","80,384","18,460,125",20201026,10
8,美國,變種人,2020/08/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",6,558,14.81%,"40,660","80,942","18,500,785",20201102,11
9,美國,變種人,2020/08/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",8,609,9.14%,"52,705","81,551","18,553,490",20201109,11
10,美國,變種人,2020/08/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",7,581,-4.60%,"53,390","82,132","18,606,880",20201116,11
11,美國,變種人,2020/08/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",6,235,-59.55%,"21,375","82,367","18,628,255",20201123,11
12,美國,變種人,2020/08/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",2,35,-85.11%,"3,255","82,402","18,631,510",20201130,11
