陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",82,"127,101",-5.93%,"30,675,498","262,220","63,320,795",20200817,8
1,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",84,"68,867",-45.82%,"16,502,195","331,087","79,822,990",20200824,8
2,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",82,"20,200",-70.67%,"4,797,870","351,287","84,620,860",20200831,8
3,美國,天劫倒數,2020/8/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",65,"7,458",-63.08%,"1,783,400","358,745","86,404,260",20200907,9
4,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",41,"2,100",-71.84%,"502,674","360,845","86,906,934",20200914,9
5,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",18,678,-71.80%,"156,673","361,827","87,139,637",20200921,9
6,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",11,344,-49.26%,"75,200","362,171","87,214,837",20200928,9
7,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",5,131,-61.92%,"26,530","362,302","87,241,367",20201005,10
8,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,25,-80.92%,"5,420","362,327","87,246,787",20201012,10
9,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,30,20.00%,"6,080","362,357","87,252,867",20201019,10
10,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,4,-86.67%,830,"362,361","87,253,697",20201026,10
11,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",7,"1,140","28,400.00%","79,430","363,501","87,333,127",20201102,11
12,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",8,"1,508",32.28%,"112,160","365,009","87,445,287",20201109,11
13,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",7,978,-35.15%,"74,565","365,987","87,519,852",20201116,11
14,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",8,487,-50.20%,"34,860","366,474","87,554,712",20201123,11
15,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,377,-22.59%,"54,485","366,851","87,609,197",20201130,11
16,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",1,46,-87.80%,"2,530","366,897","87,611,727",20201207,12
