陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,22,"1,394",8.65%,"321,085","2,677","625,519",20200727,7
1,英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,20,292,-79.05%,"66,282","2,969","691,801",20200803,8
2,英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,3,139,-52.40%,"31,385","3,108","723,186",20200810,8
3,英國,戀夏時光,2020/7/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,1,162,0.00%,"16,190","3,270","739,376",20200907,9
4,英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,2,346,113.58%,"34,940","3,616","774,316",20200914,9
5,英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,4,332,-4.05%,"30,000","3,948","804,316",20200921,9
6,英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,4,253,-23.80%,"19,200","4,201","823,516",20200928,9
7,英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,3,130,-48.62%,"7,410","4,331","830,926",20201005,10
8,英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,3,98,-24.62%,"6,995","4,429","837,921",20201012,10
9,英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,2,90,-8.16%,"9,460","4,519","847,381",20201019,10
10,英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,2,80,-11.11%,"9,300","4,599","856,681",20201026,10
11,英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,2,70,-12.50%,"8,200","4,669","864,881",20201102,11
12,英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,2,20,-71.43%,"2,520","4,689","867,401",20201109,11
