陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,32,"13,086",94.47%,"3,105,612","19,815","4,705,784",20200720,7
1,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,32,"8,150",-37.72%,"1,972,804","27,965","6,678,588",20200727,7
2,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,29,"4,028",-50.58%,"978,549","31,993","7,657,137",20200803,8
3,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,24,"2,145",-46.75%,"516,000","34,138","8,173,137",20200810,8
4,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,16,"1,558",-27.37%,"397,564","35,696","8,570,701",20200817,8
5,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,9,812,-47.88%,"194,564","36,508","8,765,265",20200824,8
6,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,6,393,-51.60%,"91,820","36,901","8,857,085",20200831,8
7,日本,藍色恐懼：數位修復版,2020/7/17,光年映畫有限公司,MADHOUSE Inc.,5,280,-28.75%,"42,301","37,181","8,899,386",20200907,9
8,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,4,245,-12.50%,"20,825","37,426","8,920,211",20200914,9
9,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,2,136,-44.49%,"7,110","37,562","8,927,321",20200921,9
10,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,4,131,-3.68%,"15,670","37,693","8,942,991",20200928,9
11,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,2,77,-41.22%,"11,740","37,770","8,954,731",20201005,10
12,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,2,47,-38.96%,"7,070","37,817","8,961,801",20201012,10
13,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,2,18,-61.70%,"2,600","37,835","8,964,401",20201019,10
14,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,1,290,0.00%,"70,905","38,125","9,035,306",20201228,12
