陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,91,810.00%,"64,280",101,"71,080",20200706,7
1,英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,2,20,0.00%,"13,640",121,"84,720",20200720,7
2,英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,47,135.00%,"32,520",168,"117,240",20200727,7
3,英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,4,165,251.06%,"119,080",333,"236,320",20200803,8
4,英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,130,-21.21%,"92,680",463,"329,000",20200810,8
5,英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,2,43,-66.92%,"31,720",506,"360,720",20200817,8
6,英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,115,167.44%,"84,440",621,"445,160",20200824,8
7,英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,60,-47.83%,"43,440",681,"488,600",20200831,8
8,英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,15,0.00%,"11,400",696,"500,000",20200914,9
9,英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,42,180.00%,"31,000",738,"531,000",20200921,9
10,英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,120,0.00%,"87,420",858,"618,420",20201005,10
11,英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,6,152,0.00%,"112,080","1,010","730,500",20201019,10
