陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,安雅的回家路,2020/03/13,華映娛樂股份有限公司,"13 FILMS, LLC",31,506,-41.71%,"104,887","1,374","290,576",20200316,3
1,美國,安雅的回家路,2020/03/13,華映娛樂股份有限公司,"13 FILMS, LLC",21,102,-79.84%,"21,905","1,476","312,481",20200323,3
2,美國,安雅的回家路,2020/03/13,華映娛樂股份有限公司,"13 FILMS, LLC",1,2,-98.04%,440,"1,478","312,921",20200330,3
3,美國,安雅的回家路,2020/03/13,華映娛樂股份有限公司,"13 FILMS, LLC",1,10,0.00%,"1,600","1,488","314,521",20200413,4
4,美國,安雅的回家路,2020/03/13,華映娛樂股份有限公司,"13 FILMS, LLC",1,15,50.00%,"2,290","1,503","316,811",20200420,4
5,美國,安雅的回家路,2020/03/13,華映娛樂股份有限公司,"13 FILMS, LLC",1,7,-53.33%,"1,050","1,510","317,861",20200427,4
6,美國,安雅的回家路,2020/03/13,華映娛樂股份有限公司,"13 FILMS, LLC",1,37,0.00%,"2,840","1,547","320,701",20200511,5
7,美國,安雅的回家路,2020/03/13,華映娛樂股份有限公司,"13 FILMS, LLC",1,82,121.62%,"6,540","1,629","327,241",20200518,5
8,美國,安雅的回家路,2020/03/13,華映娛樂股份有限公司,"13 FILMS, LLC",2,183,123.17%,"16,580","1,812","343,821",20200525,5
9,美國,安雅的回家路,2020/03/13,華映娛樂股份有限公司,"13 FILMS, LLC",1,110,-39.89%,"11,170","1,922","354,991",20200601,6
10,美國,安雅的回家路,2020/03/13,華映娛樂股份有限公司,"13 FILMS, LLC",1,41,-62.73%,"4,380","1,963","359,371",20200608,6
