陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,英國,樂在當下,2020/07/02,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,5,70,311.76%,"48,520",87,"60,280",20200706,7
1,英國,樂在當下,2020/07/02,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,1,50,0.00%,"35,160",137,"95,440",20200720,7
2,英國,樂在當下,2020/07/02,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,3,48,0.00%,"33,480",185,"128,920",20200803,8
3,英國,樂在當下,2020/07/02,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,3,33,-31.25%,"23,400",218,"152,320",20200810,8
4,英國,樂在當下,2020/07/02,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,1,67,103.03%,"48,680",285,"201,000",20200817,8
5,英國,樂在當下,2020/07/02,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,17,-74.63%,"12,280",302,"213,280",20200824,8
6,英國,樂在當下,2020/7/2,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,1,0,0.00%,0,302,"213,280",20200907,9
7,英國,樂在當下,2020/07/02,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,22,"2,200.00%","14,840",324,"228,120",20200914,9
8,英國,樂在當下,2020/07/02,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,6,28,27.27%,"19,960",352,"248,080",20200921,9
9,英國,樂在當下,2020/07/02,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,6,43,0.00%,"31,360",395,"279,440",20201012,10
