陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,17,"6,344",12.30%,"1,582,571","11,993","2,992,842",20200413,4
1,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,17,"2,738",-56.84%,"695,612","14,731","3,688,454",20200420,4
2,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,18,"2,075",-24.21%,"526,544","16,806","4,214,998",20200427,4
3,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,17,"1,270",-38.80%,"321,942","18,076","4,536,940",20200504,5
4,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,17,"1,918",51.02%,"677,398","19,994","5,214,338",20200511,5
5,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,14,"1,466",-23.57%,"542,030","21,460","5,756,368",20200518,5
6,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,11,962,-34.38%,"368,299","22,422","6,124,667",20200525,5
7,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,10,642,-33.26%,"244,587","23,064","6,369,254",20200601,6
8,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,9,520,-19.00%,"198,619","23,584","6,567,873",20200608,6
9,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,9,316,-39.23%,"101,022","23,900","6,668,895",20200615,6
10,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,3,146,-53.80%,"37,039","24,046","6,705,934",20200622,6
11,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,1,45,-69.18%,"11,963","24,091","6,717,897",20200629,6
12,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,1,57,26.67%,"15,428","24,148","6,733,325",20200706,7
13,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,1,49,-14.04%,"11,595","24,197","6,744,920",20200713,7
14,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,1,51,4.08%,"12,910","24,248","6,757,830",20200720,7
15,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,1,28,-45.10%,"7,310","24,276","6,765,140",20200727,7
16,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,1,26,-7.14%,"6,590","24,302","6,771,730",20200803,8
