陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",42,"29,229",-40.88%,"7,289,679","78,666","19,556,186",20201005,10
1,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",42,"15,238",-47.87%,"3,791,707","93,904","23,347,893",20201012,10
2,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",42,"7,441",-51.17%,"1,862,805","101,345","25,210,698",20201019,10
3,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",42,"3,260",-56.19%,"816,923","104,605","26,027,621",20201026,10
4,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",22,"1,637",-49.79%,"412,847","106,242","26,440,468",20201102,11
5,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",10,"1,425",-12.95%,"363,609","107,667","26,804,077",20201109,11
6,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",6,577,-59.51%,"139,772","108,244","26,943,849",20201116,11
7,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",4,245,-57.54%,"58,223","108,489","27,002,072",20201123,11
8,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",1,76,-68.98%,"18,980","108,565","27,021,052",20201130,11
9,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",1,63,-17.11%,"16,309","108,628","27,037,361",20201207,12
10,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",1,78,23.81%,"18,749","108,706","27,056,110",20201214,12
11,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",1,46,-41.03%,"11,169","108,752","27,067,279",20201221,12
12,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",1,66,43.48%,"16,259","108,818","27,083,538",20201228,12
