陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,日本,Fate_stay night [Heaven's Feel] Ⅲ春櫻之歌,2020/08/15,曼迪傳播有限公司,Aniplex Inc.,18,"32,937",17.99%,"8,463,234","60,851","15,603,726",20200817,8
1,日本,Fate_stay night [Heaven's Feel] Ⅲ春櫻之歌,2020/08/15,曼迪傳播有限公司,Aniplex Inc.,18,"13,401",-59.31%,"3,443,691","74,252","19,047,417",20200824,8
2,日本,Fate_stay night [Heaven's Feel] Ⅲ春櫻之歌,2020/08/15,曼迪傳播有限公司,Aniplex Inc.,18,"6,141",-54.18%,"1,635,765","80,393","20,683,182",20200831,8
3,日本,Fate_stay night [Heaven's Feel] Ⅲ春櫻之歌,2020/8/15,曼迪傳播有限公司,Aniplex Inc.,18,"5,188",-15.52%,"1,961,037","85,581","22,644,219",20200907,9
4,日本,Fate_stay night [Heaven's Feel] Ⅲ春櫻之歌,2020/08/15,曼迪傳播有限公司,Aniplex Inc.,10,"3,056",-41.09%,"1,317,852","88,637","23,962,071",20200914,9
5,日本,Fate_stay night [Heaven's Feel] Ⅲ春櫻之歌,2020/08/15,曼迪傳播有限公司,Aniplex Inc.,9,"1,215",-60.24%,"548,185","89,852","24,510,256",20200921,9
6,日本,Fate_stay night [Heaven's Feel] Ⅲ春櫻之歌,2020/08/15,曼迪傳播有限公司,Aniplex Inc.,8,972,-20.00%,"439,245","90,824","24,949,501",20200928,9
7,日本,Fate_stay night [Heaven's Feel] Ⅲ春櫻之歌,2020/08/15,曼迪傳播有限公司,Aniplex Inc.,7,274,-71.81%,"108,540","91,098","25,058,041",20201005,10
8,日本,Fate_stay night [Heaven's Feel] Ⅲ春櫻之歌,2020/08/15,曼迪傳播有限公司,Aniplex Inc.,1,62,-77.37%,"16,303","91,160","25,074,344",20201012,10
9,日本,Fate_stay night [Heaven's Feel] Ⅲ春櫻之歌,2020/08/15,曼迪傳播有限公司,Aniplex Inc.,1,43,-30.65%,"11,430","91,203","25,085,774",20201019,10
10,日本,Fate_stay night [Heaven's Feel] Ⅲ春櫻之歌,2020/08/15,曼迪傳播有限公司,Aniplex Inc.,6,776,"1,704.65%","244,490","91,979","25,330,264",20201026,10
11,日本,Fate_stay night [Heaven's Feel] Ⅲ春櫻之歌,2020/08/15,曼迪傳播有限公司,Aniplex Inc.,1,20,-97.42%,"4,980","91,999","25,335,244",20201102,11
