陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",87,"5,778",-41.81%,"1,301,645","15,708","3,545,394",20200406,4
1,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",86,"2,750",-52.41%,"618,270","18,458","4,163,664",20200413,4
2,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",72,"1,110",-59.64%,"252,088","19,568","4,415,752",20200420,4
3,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",47,384,-65.41%,"82,952","19,952","4,498,704",20200427,4
4,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",20,142,-63.02%,"30,493","20,094","4,529,197",20200504,5
5,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",10,78,-45.07%,"16,725","20,172","4,545,922",20200511,5
6,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,44,-43.59%,"8,720","20,216","4,554,642",20200518,5
7,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",1,6,-86.36%,"1,280","20,222","4,555,922",20200525,5
8,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,659,0.00%,"35,185","20,881","4,591,107",20200622,6
9,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",3,522,-20.79%,"29,650","21,403","4,620,757",20200629,6
10,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",4,423,-18.97%,"27,245","21,826","4,648,002",20200706,7
11,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",4,265,-37.35%,"18,090","22,091","4,666,092",20200713,7
12,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",3,152,-42.64%,"11,380","22,243","4,677,472",20200720,7
13,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,140,-7.89%,"9,645","22,383","4,687,117",20200727,7
14,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,98,-30.00%,"6,325","22,481","4,693,442",20200803,8
15,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",1,30,-69.39%,"1,650","22,511","4,695,092",20200810,8
16,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",1,39,30.00%,"3,120","22,550","4,698,212",20200817,8
17,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",1,71,82.05%,"5,740","22,621","4,703,952",20200824,8
18,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",1,26,-63.38%,"2,330","22,647","4,706,282",20200831,8
