陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",65,"8,905",-1.37%,"1,960,322","17,934","3,953,596",20200615,6
1,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",63,"5,294",-40.55%,"1,167,337","23,228","5,120,933",20200622,6
2,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",55,"1,503",-71.61%,"327,117","24,731","5,448,050",20200629,6
3,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",29,661,-56.02%,"139,188","25,392","5,587,238",20200706,7
4,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",11,271,-59.00%,"56,030","25,663","5,643,268",20200713,7
5,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",1,41,-84.87%,"9,750","25,704","5,653,018",20200720,7
6,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",4,439,970.73%,"27,195","26,143","5,680,213",20200727,7
7,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",4,507,15.49%,"33,770","26,650","5,713,983",20200803,8
8,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",4,355,-29.98%,"28,440","27,005","5,742,423",20200810,8
9,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",5,299,-15.77%,"23,775","27,304","5,766,198",20200817,8
10,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",5,235,-21.40%,"23,325","27,539","5,789,523",20200824,8
11,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",4,188,-20.00%,"18,555","27,727","5,808,078",20200831,8
12,美國,深海擴散,2020/6/12,光年映畫有限公司,"Epic Pictures Group, Inc.",5,107,-43.09%,"11,265","27,834","5,819,343",20200907,9
13,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",2,31,-71.03%,"4,290","27,865","5,823,633",20200914,9
14,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",1,10,-67.74%,"1,400","27,875","5,825,033",20200921,9
